complaint_id,department,district,service_type,complaint_category,complaint_date,resolution_date,resolution_time_days,status,satisfaction_score,priority
C002571,Divisional Secretariat,Badulla,Pension Claims,Protocol Violation,2023-10-12,2023-10-15,3,Resolved,5,Medium
C002572,Municipal Council,Batticaloa,Land Registration,Incorrect Information,2023-12-03,2024-02-22,81,Resolved,2,Medium
C002573,Department of Immigration,Anuradhapura,Police Report,System Downtime,2024-03-25,2024-09-04,163,Resolved,4,Low
C002574,Department of Immigration,Nuwara Eliya,Tax Filing,Poor Facility Condition,2024-06-21,2024-10-27,128,Resolved,3,Low
C002575,Provincial Council Secretariat,Kalutara,Marriage Certificate,Poor Facility Condition,2024-11-22,,302,Pending,1,Low
C002576,Department of Pensions,Kandy,Birth Certificate,System Downtime,2025-07-21,2025-08-31,41,Resolved,2,High
C002577,Department of Census and Statistics,Kegalle,Medical Certificate,Poor Facility Condition,2024-11-14,2024-12-23,39,Resolved,4,Low
C002578,Department of Immigration,Polonnaruwa,Pension Claims,Rude Staff Behavior,2024-12-10,2025-05-31,172,Resolved,4,Medium
C002579,Department of Health Services,Kalutara,Tax Filing,Incorrect Information,2024-07-20,2024-09-05,47,Resolved,1,Medium
C002580,Inland Revenue Department,Galle,Police Report,Delayed Processing,2023-10-18,2024-03-08,142,Resolved,3,Low
C002581,Divisional Secretariat,Kurunegala,Passport Application,Rude Staff Behavior,2025-03-25,2025-04-05,11,Resolved,1,Low
C002582,Registrar General Department,Nuwara Eliya,Birth Certificate,System Downtime,2025-07-09,,73,Pending,3,Medium
C002583,Provincial Council Secretariat,Matale,Pension Claims,Protocol Violation,2025-02-25,2025-03-26,29,Resolved,4,Low
C002584,Registrar General Department,Kegalle,School Admission,Delayed Processing,2025-02-13,2025-05-01,77,Resolved,5,Medium
C002585,Department of Pensions,Kegalle,Marriage Certificate,Long Queue,2024-06-15,2024-06-30,15,Resolved,3,Low
C002586,Department of Education,Batticaloa,Medical Certificate,Protocol Violation,2024-10-22,2025-02-28,129,Resolved,5,Low
C002587,Department of Pensions,Vavuniya,Police Report,Incorrect Information,2024-08-07,2024-11-15,100,Resolved,4,Medium
C002588,Municipal Council,Nuwara Eliya,Birth Certificate,Poor Facility Condition,2024-01-20,2024-02-23,34,Resolved,2,Low
C002589,Department of Immigration,Colombo,Visa Processing,Delayed Processing,2024-12-10,2025-01-25,46,Resolved,1,Low
C002590,Registrar General Department,Jaffna,Police Report,Overcharging,2024-03-06,2024-07-21,137,Resolved,2,High
C002591,Registrar General Department,Ampara,School Admission,Overcharging,2025-04-24,2025-10-21,180,Resolved,5,Low
C002592,Department of Pensions,Puttalam,Police Report,Protocol Violation,2024-11-10,2025-04-12,153,Resolved,5,Low
C002593,Provincial Council Secretariat,Colombo,License Renewal,Bribery Demand,2024-03-03,2024-04-23,51,Resolved,2,High
C002594,Pradeshiya Sabha,Colombo,License Renewal,Long Queue,2024-11-26,2025-05-22,177,Resolved,4,Low
C002595,Provincial Council Secretariat,Vavuniya,Passport Application,Delayed Processing,2024-04-09,2024-08-26,139,Resolved,3,Low
C002596,Department of Pensions,Matara,Business Registration,Bribery Demand,2025-06-28,,84,Pending,3,Medium
C002597,Department of Health Services,Anuradhapura,Marriage Certificate,Poor Facility Condition,2023-09-22,2024-02-11,142,Resolved,4,Medium
C002598,Pradeshiya Sabha,Mullaitivu,Marriage Certificate,Overcharging,2023-11-23,,667,Pending,1,Medium
C002599,Inland Revenue Department,Trincomalee,School Admission,Missing Documents,2024-05-27,2024-07-12,46,Resolved,5,Medium
C002600,Pradeshiya Sabha,Kalutara,Business Registration,System Downtime,2024-04-16,2024-08-18,124,Resolved,3,Medium
C002601,Department of Education,Kandy,Passport Application,Missing Documents,2025-06-28,2025-10-10,104,Resolved,2,Medium
C002602,Department of Immigration,Badulla,Business Registration,Rude Staff Behavior,2024-01-10,,619,Pending,1,Low
C002603,Provincial Council Secretariat,Trincomalee,Police Report,Bribery Demand,2024-05-09,2024-06-18,40,Resolved,1,Low
C002604,Registrar General Department,Trincomalee,Land Registration,System Downtime,2024-03-30,2024-08-31,154,Resolved,4,Medium
C002605,Department of Education,Ampara,Pension Claims,Delayed Processing,2025-09-07,,13,Pending,4,Medium
C002606,Department of Immigration,Colombo,Medical Certificate,Protocol Violation,2024-11-26,2025-03-01,95,Resolved,5,Medium
C002607,Divisional Secretariat,Matale,Land Registration,Poor Facility Condition,2025-07-21,2025-09-23,64,Resolved,4,Low
C002608,Pradeshiya Sabha,Kandy,Tax Filing,Poor Facility Condition,2024-11-13,,311,Pending,4,Low
C002609,Department of Census and Statistics,Badulla,Land Registration,Rude Staff Behavior,2025-03-20,2025-08-06,139,Resolved,4,Medium
C002610,Department of Health Services,Mannar,Police Report,Missing Documents,2023-10-08,2023-11-16,39,Resolved,4,Medium
C002611,Registrar General Department,Matale,Tax Filing,Overcharging,2024-03-13,2024-06-12,91,Resolved,4,Low
C002612,Department of Immigration,Kilinochhi,Tax Filing,Bribery Demand,2025-06-13,2025-11-05,145,Resolved,5,Medium
C002613,Department of Education,Ratnapura,Visa Processing,Rude Staff Behavior,2025-08-08,2026-01-18,163,Resolved,1,Medium
C002614,Department of Education,Matale,School Admission,Missing Documents,2025-06-04,,108,Pending,1,Low
C002615,Divisional Secretariat,Vavuniya,Land Registration,Long Queue,2024-07-28,,419,Pending,2,Medium
C002616,Municipal Council,Ampara,Visa Processing,Protocol Violation,2025-04-09,2025-08-05,118,Resolved,3,Low
C002617,Registrar General Department,Trincomalee,Passport Application,Poor Facility Condition,2025-06-14,2025-08-26,73,Resolved,3,Medium
C002618,Department of Pensions,Batticaloa,Business Registration,System Downtime,2024-07-26,,421,Pending,2,Low
C002619,Department of Health Services,Jaffna,School Admission,Protocol Violation,2025-05-08,2025-09-22,137,Resolved,2,Low
C002620,Municipal Council,Trincomalee,Pension Claims,Long Queue,2024-07-13,2024-12-15,155,Resolved,2,Low
C002621,Department of Motor Traffic,Nuwara Eliya,Pension Claims,Rude Staff Behavior,2024-03-14,,555,Pending,3,High
C002622,Department of Motor Traffic,Colombo,Business Registration,Rude Staff Behavior,2023-10-31,2024-01-14,75,Resolved,4,Low
C002623,Department of Motor Traffic,Kurunegala,Business Registration,Poor Facility Condition,2024-06-05,2024-07-02,27,Resolved,4,Medium
C002624,Municipal Council,Kurunegala,Business Registration,Bribery Demand,2025-08-02,2025-10-26,85,Resolved,3,Medium
C002625,Department of Health Services,Matara,License Renewal,Rude Staff Behavior,2025-01-18,2025-02-15,28,Resolved,4,High
C002626,Inland Revenue Department,Gampaha,Medical Certificate,System Downtime,2024-12-21,2024-12-25,4,Resolved,1,Medium
C002627,Divisional Secretariat,Mannar,Medical Certificate,Bribery Demand,2025-08-16,2026-01-15,152,Resolved,5,Low
C002628,Divisional Secretariat,Galle,Land Registration,Protocol Violation,2024-09-21,2024-10-16,25,Resolved,4,Medium
C002629,Department of Education,Ratnapura,License Renewal,Delayed Processing,2024-07-18,2024-12-11,146,Resolved,1,Medium
C002630,Department of Motor Traffic,Kandy,Medical Certificate,Bribery Demand,2024-03-04,2024-08-16,165,Resolved,5,Low
C002631,Department of Pensions,Jaffna,Visa Processing,Rude Staff Behavior,2025-08-25,,26,Pending,1,Medium
C002632,Department of Health Services,Kurunegala,Pension Claims,System Downtime,2023-11-04,2024-01-14,71,Resolved,4,Low
C002633,Department of Census and Statistics,Anuradhapura,School Admission,Missing Documents,2023-10-30,2023-12-02,33,Resolved,2,High
C002634,Department of Immigration,Nuwara Eliya,Birth Certificate,Poor Facility Condition,2024-02-08,2024-05-27,109,Resolved,4,Low
C002635,Department of Pensions,Batticaloa,License Renewal,Incorrect Information,2024-05-19,2024-10-29,163,Resolved,4,Low
C002636,Municipal Council,Kilinochhi,Tax Filing,Poor Facility Condition,2025-01-24,2025-04-12,78,Resolved,4,Low
C002637,Inland Revenue Department,Kurunegala,Passport Application,System Downtime,2024-12-11,2025-01-05,25,Resolved,5,Low
C002638,Department of Census and Statistics,Galle,Birth Certificate,Rude Staff Behavior,2023-12-13,2024-02-25,74,Resolved,3,Medium
C002639,Department of Health Services,Matale,Medical Certificate,Rude Staff Behavior,2025-05-23,,120,Pending,3,High
C002640,Municipal Council,Matale,Medical Certificate,Overcharging,2023-11-29,2024-03-29,121,Resolved,2,Low
C002641,Pradeshiya Sabha,Matara,School Admission,System Downtime,2024-11-29,2025-04-16,138,Resolved,4,Medium
C002642,Department of Immigration,Puttalam,Medical Certificate,Incorrect Information,2025-09-19,2026-02-08,142,Resolved,3,Low
C002643,Registrar General Department,Vavuniya,Birth Certificate,Protocol Violation,2024-09-09,,376,Pending,3,Low
C002644,Department of Census and Statistics,Gampaha,Business Registration,Long Queue,2024-10-02,2025-01-25,115,Resolved,1,Low
C002645,Department of Pensions,Hambantota,Land Registration,Bribery Demand,2025-05-26,,117,Pending,2,Medium
C002646,Provincial Council Secretariat,Ratnapura,Police Report,Incorrect Information,2025-07-05,2025-08-11,37,Resolved,3,Low
C002647,Pradeshiya Sabha,Puttalam,Land Registration,Bribery Demand,2025-01-05,,258,Pending,2,Low
C002648,Provincial Council Secretariat,Kurunegala,License Renewal,Bribery Demand,2025-05-30,2025-08-24,86,Resolved,2,Low
C002649,Registrar General Department,Monaragala,Passport Application,Bribery Demand,2025-03-16,2025-04-07,22,Resolved,5,Medium
C002650,Department of Motor Traffic,Trincomalee,Land Registration,Protocol Violation,2025-03-07,2025-04-23,47,Resolved,3,Medium
C002651,Department of Immigration,Ampara,Business Registration,Overcharging,2024-03-18,2024-08-08,143,Resolved,1,Low
C002652,Municipal Council,Kalutara,Tax Filing,Rude Staff Behavior,2024-07-09,2024-10-29,112,Resolved,2,Low
C002653,Inland Revenue Department,Kilinochhi,Police Report,Bribery Demand,2025-08-29,2025-11-21,84,Resolved,5,Low
C002654,Registrar General Department,Mannar,Pension Claims,Overcharging,2025-02-26,,206,Pending,2,Low
C002655,Department of Education,Batticaloa,Police Report,Missing Documents,2024-07-02,2024-11-07,128,Resolved,1,High
C002656,Department of Pensions,Matara,Passport Application,Missing Documents,2025-05-19,2025-10-17,151,Resolved,5,Low
C002657,Department of Health Services,Hambantota,Tax Filing,Long Queue,2025-06-01,2025-09-06,97,Resolved,4,Medium
C002658,Registrar General Department,Gampaha,Business Registration,Poor Facility Condition,2025-05-01,2025-05-09,8,Resolved,4,Medium
C002659,Inland Revenue Department,Badulla,Police Report,System Downtime,2025-01-24,2025-01-29,5,Resolved,4,Low
C002660,Municipal Council,Trincomalee,Visa Processing,Incorrect Information,2025-09-11,,9,Pending,2,Low
C002661,Department of Pensions,Anuradhapura,Medical Certificate,Poor Facility Condition,2024-07-18,2024-11-27,132,Resolved,4,Medium
C002662,Department of Census and Statistics,Kegalle,Land Registration,System Downtime,2025-05-09,2025-06-22,44,Resolved,4,Medium
C002663,Provincial Council Secretariat,Ratnapura,Birth Certificate,Poor Facility Condition,2025-04-27,2025-09-08,134,Resolved,2,Low
C002664,Department of Education,Ratnapura,Business Registration,Poor Facility Condition,2024-02-14,,584,Pending,3,Medium
C002665,Department of Pensions,Trincomalee,Business Registration,Bribery Demand,2025-07-30,2025-08-18,19,Resolved,5,Medium
C002666,Department of Census and Statistics,Kegalle,School Admission,Protocol Violation,2024-12-26,2025-04-24,119,Resolved,1,Low
C002667,Inland Revenue Department,Mullaitivu,Land Registration,Rude Staff Behavior,2024-06-15,2024-07-11,26,Resolved,4,Medium
C002668,Pradeshiya Sabha,Galle,Medical Certificate,Long Queue,2024-10-25,2024-11-21,27,Resolved,1,Low
C002669,Registrar General Department,Kegalle,Birth Certificate,Poor Facility Condition,2025-02-16,2025-06-08,112,Resolved,5,Low
C002670,Department of Census and Statistics,Puttalam,License Renewal,Long Queue,2025-02-05,2025-02-26,21,Resolved,3,Medium
C002671,Department of Immigration,Kandy,Land Registration,Overcharging,2025-06-14,2025-11-08,147,Resolved,4,Medium
C002672,Department of Health Services,Puttalam,Passport Application,Bribery Demand,2024-10-04,2025-02-25,144,Resolved,5,Medium
C002673,Department of Census and Statistics,Ratnapura,Business Registration,Protocol Violation,2024-10-07,,348,Pending,3,Medium
C002674,Municipal Council,Kilinochhi,Passport Application,Rude Staff Behavior,2025-01-08,2025-01-12,4,Resolved,4,Medium
C002675,Inland Revenue Department,Puttalam,Birth Certificate,Long Queue,2023-10-11,2023-11-12,32,Resolved,2,Low
C002676,Department of Education,Jaffna,Marriage Certificate,System Downtime,2025-03-19,,185,Pending,2,Low
C002677,Pradeshiya Sabha,Trincomalee,Tax Filing,Protocol Violation,2024-05-27,2024-06-07,11,Resolved,4,Medium
C002678,Department of Motor Traffic,Matale,Visa Processing,Bribery Demand,2025-02-16,2025-02-27,11,Resolved,3,Medium
C002679,Provincial Council Secretariat,Ampara,Passport Application,Missing Documents,2024-04-19,2024-07-16,88,Resolved,5,Medium
C002680,Department of Census and Statistics,Trincomalee,Police Report,Poor Facility Condition,2024-02-11,2024-03-03,21,Resolved,2,Low
C002681,Department of Motor Traffic,Monaragala,License Renewal,System Downtime,2024-05-29,2024-07-30,62,Resolved,4,Medium
C002682,Department of Pensions,Batticaloa,Medical Certificate,Bribery Demand,2024-12-04,,290,Pending,2,Low
C002683,Department of Education,Puttalam,Marriage Certificate,System Downtime,2024-08-28,2024-12-03,97,Resolved,2,Low
C002684,Department of Health Services,Badulla,School Admission,Long Queue,2024-01-17,,612,Pending,1,Medium
C002685,Department of Education,Colombo,Marriage Certificate,Protocol Violation,2025-02-22,2025-06-23,121,Resolved,3,Medium
C002686,Inland Revenue Department,Jaffna,Marriage Certificate,Protocol Violation,2025-07-17,2025-07-19,2,Resolved,3,Low
C002687,Department of Motor Traffic,Kandy,School Admission,Overcharging,2024-06-08,2024-11-30,175,Resolved,3,High
C002688,Municipal Council,Jaffna,Pension Claims,Incorrect Information,2024-08-17,2024-10-09,53,Resolved,3,Low
C002689,Provincial Council Secretariat,Kurunegala,License Renewal,Rude Staff Behavior,2024-10-07,2024-10-17,10,Resolved,2,Low
C002690,Department of Health Services,Galle,Pension Claims,Rude Staff Behavior,2024-04-27,,511,Pending,1,High
C002691,Municipal Council,Hambantota,Land Registration,Delayed Processing,2025-02-23,2025-05-02,68,Resolved,4,Medium
C002692,Department of Motor Traffic,Puttalam,Pension Claims,Poor Facility Condition,2025-05-05,2025-07-26,82,Resolved,4,Medium
C002693,Municipal Council,Anuradhapura,Medical Certificate,Long Queue,2024-11-22,2025-01-28,67,Resolved,4,Medium
C002694,Provincial Council Secretariat,Batticaloa,Visa Processing,System Downtime,2024-03-16,2024-05-27,72,Resolved,5,Medium
C002695,Department of Census and Statistics,Kurunegala,Police Report,Overcharging,2024-09-14,,371,Pending,3,Low
C002696,Inland Revenue Department,Colombo,Medical Certificate,Missing Documents,2025-02-04,,228,Pending,1,Medium
C002697,Department of Pensions,Kegalle,Police Report,Long Queue,2025-04-16,2025-05-14,28,Resolved,4,Low
C002698,Provincial Council Secretariat,Ampara,Passport Application,Protocol Violation,2024-04-21,2024-09-02,134,Resolved,5,Low
C002699,Inland Revenue Department,Galle,Pension Claims,Incorrect Information,2025-07-19,2025-11-28,132,Resolved,2,Medium
C002700,Inland Revenue Department,Monaragala,License Renewal,Poor Facility Condition,2024-12-24,,270,Pending,1,Low
C002701,Municipal Council,Mullaitivu,License Renewal,Rude Staff Behavior,2024-01-14,2024-04-13,90,Resolved,2,Medium
C002702,Department of Immigration,Gampaha,Visa Processing,Delayed Processing,2024-10-30,,325,Pending,1,Medium
C002703,Divisional Secretariat,Gampaha,Police Report,System Downtime,2024-03-13,2024-05-12,60,Resolved,5,Low
C002704,Registrar General Department,Colombo,License Renewal,Overcharging,2024-02-05,,593,Pending,3,Medium
C002705,Department of Pensions,Mannar,Passport Application,Protocol Violation,2025-09-11,2026-02-03,145,Resolved,2,Medium
C002706,Municipal Council,Matale,Marriage Certificate,Incorrect Information,2023-11-20,2024-04-26,158,Resolved,3,Medium
C002707,Provincial Council Secretariat,Ampara,Marriage Certificate,Missing Documents,2025-01-09,,254,Pending,3,High
C002708,Registrar General Department,Ampara,Visa Processing,Rude Staff Behavior,2025-05-01,2025-06-17,47,Resolved,2,Low
C002709,Inland Revenue Department,Nuwara Eliya,Pension Claims,Delayed Processing,2023-10-05,2024-03-31,178,Resolved,4,Low
C002710,Department of Health Services,Trincomalee,Pension Claims,Delayed Processing,2025-06-18,,94,Pending,1,Medium
C002711,Provincial Council Secretariat,Vavuniya,Land Registration,Rude Staff Behavior,2024-04-28,,510,Pending,1,Low
C002712,Inland Revenue Department,Vavuniya,Pension Claims,Rude Staff Behavior,2024-02-23,2024-03-03,9,Resolved,4,Low
C002713,Department of Motor Traffic,Kilinochhi,Land Registration,Overcharging,2024-09-24,2025-02-11,140,Resolved,4,Medium
C002714,Department of Immigration,Kilinochhi,School Admission,Long Queue,2023-10-21,,700,Pending,2,Low
C002715,Department of Motor Traffic,Polonnaruwa,Land Registration,Rude Staff Behavior,2025-01-05,2025-05-04,119,Resolved,1,Low
C002716,Pradeshiya Sabha,Trincomalee,Land Registration,Delayed Processing,2024-01-10,2024-04-17,98,Resolved,4,Medium
C002717,Department of Pensions,Kilinochhi,Police Report,Incorrect Information,2025-02-09,,223,Pending,1,Medium
