post_id,department,district,post_date,sentiment_label,sentiment_score,sample_text,platform
P001186,Divisional Secretariat,Colombo,2025-05-20,Negative,0.485,Department of Motor Traffic service is unprofessional,Twitter
P001187,Department of Education,Galle,2025-03-03,Negative,0.515,Municipal Council service is waste of time,Twitter
P001188,Inland Revenue Department,Puttalam,2025-06-06,Neutral,0.191,Experience with Department of Health Services was average,Facebook
P001189,Municipal Council,Ampara,2025-02-24,Positive,-0.144,Service at Department of Health Services was good service,Instagram
P001190,Department of Motor Traffic,Polonnaruwa,2024-10-24,Negative,-0.926,Department of Motor Traffic service is frustrated,Twitter
P001191,Department of Motor Traffic,Mullaitivu,2025-05-31,Negative,0.251,Department of Motor Traffic service is frustrated,Twitter
P001192,Provincial Council Secretariat,Gampaha,2024-11-21,Negative,-0.297,Pradeshiya Sabha service is unprofessional,Facebook
P001193,Divisional Secretariat,Puttalam,2025-08-11,Neutral,0.498,Experience with Department of Pensions was normal,Twitter
P001194,Registrar General Department,Vavuniya,2025-02-18,Neutral,-0.904,Experience with Department of Pensions was average,Twitter
P001195,Divisional Secretariat,Gampaha,2024-11-24,Negative,-0.12,Divisional Secretariat service is unprofessional,Twitter
P001196,Pradeshiya Sabha,Jaffna,2025-07-25,Negative,0.223,Municipal Council service is frustrated,Instagram
P001197,Divisional Secretariat,Colombo,2025-05-08,Negative,-0.526,Department of Education service is frustrated,Twitter
P001198,Registrar General Department,Kandy,2024-09-28,Negative,0.534,Department of Pensions service is frustrated,Facebook
P001199,Municipal Council,Gampaha,2024-09-30,Negative,-0.442,Department of Census and Statistics service is terrible,Facebook
P001200,Department of Census and Statistics,Batticaloa,2025-07-28,Negative,-0.291,Inland Revenue Department service is unprofessional,Instagram
P001201,Department of Motor Traffic,Monaragala,2025-04-08,Neutral,0.077,Experience with Department of Immigration was typical,Instagram
P001202,Inland Revenue Department,Mullaitivu,2025-08-20,Negative,-0.009,Inland Revenue Department service is frustrated,Instagram
P001203,Department of Census and Statistics,Galle,2025-01-21,Negative,0.544,Department of Census and Statistics service is waste of time,Facebook
P001204,Municipal Council,Monaragala,2025-05-10,Neutral,0.962,Experience with Department of Census and Statistics was average,Facebook
P001205,Department of Motor Traffic,Trincomalee,2025-01-08,Negative,-0.791,Divisional Secretariat service is slow,Twitter
P001206,Inland Revenue Department,Ampara,2025-09-06,Negative,0.08,Department of Motor Traffic service is unprofessional,Twitter
P001207,Department of Motor Traffic,Trincomalee,2025-07-08,Positive,-0.696,Service at Inland Revenue Department was good service,Twitter
P001208,Divisional Secretariat,Badulla,2025-09-15,Negative,0.229,Registrar General Department service is waste of time,Instagram
P001209,Provincial Council Secretariat,Mannar,2024-12-27,Negative,-0.772,Department of Education service is unprofessional,Facebook
P001210,Department of Health Services,Hambantota,2025-01-07,Negative,-0.375,Divisional Secretariat service is terrible,Instagram
P001211,Pradeshiya Sabha,Badulla,2025-04-25,Positive,0.412,Service at Inland Revenue Department was satisfied,Facebook
P001212,Pradeshiya Sabha,Nuwara Eliya,2025-07-17,Neutral,0.97,Experience with Department of Health Services was average,Instagram
P001213,Registrar General Department,Colombo,2025-02-11,Neutral,-0.319,Experience with Department of Education was average,Instagram
P001214,Department of Motor Traffic,Ratnapura,2025-03-08,Neutral,0.699,Experience with Department of Motor Traffic was average,Instagram
P001215,Divisional Secretariat,Matale,2025-04-03,Negative,0.806,Department of Health Services service is corrupt,Instagram
P001216,Provincial Council Secretariat,Vavuniya,2024-12-17,Negative,0.806,Department of Census and Statistics service is waste of time,Instagram
P001217,Divisional Secretariat,Batticaloa,2024-10-12,Negative,0.958,Inland Revenue Department service is slow,Facebook
P001218,Department of Motor Traffic,Nuwara Eliya,2024-12-21,Positive,-0.533,Service at Divisional Secretariat was excellent,Facebook
P001219,Department of Pensions,Jaffna,2024-10-27,Negative,-0.49,Department of Health Services service is terrible,Instagram
P001220,Department of Health Services,Kegalle,2025-05-24,Neutral,0.288,Experience with Inland Revenue Department was standard,Twitter
P001221,Department of Education,Kilinochhi,2025-04-04,Negative,-0.555,Department of Motor Traffic service is frustrated,Instagram
P001222,Inland Revenue Department,Kandy,2025-03-03,Negative,0.057,Department of Pensions service is waste of time,Twitter
P001223,Department of Motor Traffic,Colombo,2024-11-30,Negative,-0.683,Department of Immigration service is unprofessional,Instagram
P001224,Department of Immigration,Galle,2025-03-28,Positive,-0.409,Service at Department of Education was satisfied,Instagram
P001225,Department of Immigration,Kandy,2025-08-15,Neutral,0.511,Experience with Registrar General Department was normal,Facebook
P001226,Divisional Secretariat,Mullaitivu,2024-12-26,Negative,-0.912,Pradeshiya Sabha service is terrible,Twitter
P001227,Divisional Secretariat,Batticaloa,2025-01-04,Negative,0.004,Department of Health Services service is corrupt,Twitter
P001228,Department of Census and Statistics,Kurunegala,2025-02-16,Neutral,-0.738,Experience with Department of Immigration was normal,Instagram
P001229,Municipal Council,Gampaha,2024-09-25,Negative,0.256,Department of Census and Statistics service is corrupt,Facebook
P001230,Pradeshiya Sabha,Matara,2025-09-10,Neutral,0.763,Experience with Municipal Council was normal,Instagram
P001231,Department of Health Services,Vavuniya,2025-05-13,Negative,0.205,Provincial Council Secretariat service is slow,Twitter
P001232,Provincial Council Secretariat,Vavuniya,2024-11-13,Negative,0.993,Department of Pensions service is corrupt,Twitter
P001233,Department of Immigration,Badulla,2025-05-27,Negative,0.112,Department of Health Services service is corrupt,Twitter
P001234,Department of Education,Colombo,2025-09-08,Neutral,-0.067,Experience with Department of Census and Statistics was average,Instagram
P001235,Department of Pensions,Monaragala,2025-08-29,Neutral,0.054,Experience with Registrar General Department was typical,Facebook
P001236,Department of Motor Traffic,Trincomalee,2025-03-20,Negative,0.422,Department of Motor Traffic service is terrible,Instagram
P001237,Registrar General Department,Nuwara Eliya,2025-04-09,Neutral,0.212,Experience with Inland Revenue Department was normal,Twitter
P001238,Department of Census and Statistics,Hambantota,2025-05-14,Negative,0.507,Municipal Council service is unprofessional,Instagram
P001239,Registrar General Department,Jaffna,2024-12-27,Negative,0.301,Department of Education service is frustrated,Instagram
P001240,Department of Pensions,Matara,2025-01-28,Negative,0.053,Department of Census and Statistics service is terrible,Twitter
P001241,Municipal Council,Gampaha,2025-03-21,Positive,0.301,Service at Inland Revenue Department was satisfied,Twitter
P001242,Department of Census and Statistics,Kilinochhi,2025-02-03,Negative,-0.999,Department of Health Services service is waste of time,Facebook
P001243,Municipal Council,Polonnaruwa,2025-01-15,Positive,0.785,Service at Pradeshiya Sabha was helpful,Facebook
P001244,Department of Education,Galle,2025-03-03,Neutral,-0.565,Experience with Municipal Council was average,Facebook
P001245,Department of Pensions,Kalutara,2025-01-21,Positive,0.99,Service at Department of Immigration was helpful,Twitter
P001246,Divisional Secretariat,Kilinochhi,2025-07-05,Neutral,-0.127,Experience with Pradeshiya Sabha was average,Instagram
P001247,Department of Immigration,Monaragala,2024-10-01,Positive,-0.471,Service at Department of Pensions was satisfied,Twitter
P001248,Department of Education,Trincomalee,2025-08-12,Negative,-0.676,Provincial Council Secretariat service is corrupt,Facebook
P001249,Inland Revenue Department,Gampaha,2025-01-20,Negative,0.525,Pradeshiya Sabha service is waste of time,Twitter
P001250,Department of Education,Badulla,2025-08-10,Negative,-0.49,Department of Health Services service is terrible,Twitter
P001251,Department of Motor Traffic,Ratnapura,2025-08-20,Negative,0.176,Department of Pensions service is terrible,Facebook
P001252,Department of Census and Statistics,Anuradhapura,2024-10-08,Negative,0.31,Provincial Council Secretariat service is slow,Facebook
P001253,Municipal Council,Kurunegala,2025-05-15,Neutral,-0.052,Experience with Department of Education was typical,Facebook
P001254,Inland Revenue Department,Jaffna,2025-07-13,Negative,0.878,Department of Pensions service is terrible,Facebook
P001255,Inland Revenue Department,Batticaloa,2025-07-23,Neutral,-0.455,Experience with Department of Pensions was normal,Twitter
P001256,Department of Census and Statistics,Polonnaruwa,2025-02-17,Neutral,0.543,Experience with Provincial Council Secretariat was average,Facebook
P001257,Department of Education,Mannar,2025-03-11,Positive,-0.223,Service at Inland Revenue Department was good service,Facebook
P001258,Department of Pensions,Colombo,2024-10-09,Negative,-0.531,Department of Pensions service is corrupt,Facebook
P001259,Divisional Secretariat,Batticaloa,2025-05-16,Negative,-0.278,Provincial Council Secretariat service is frustrated,Facebook
P001260,Municipal Council,Nuwara Eliya,2025-04-20,Negative,-0.638,Department of Health Services service is unprofessional,Twitter
P001261,Department of Census and Statistics,Hambantota,2025-09-02,Neutral,0.771,Experience with Department of Pensions was standard,Facebook
P001262,Pradeshiya Sabha,Galle,2024-09-22,Neutral,0.221,Experience with Department of Census and Statistics was typical,Instagram
P001263,Pradeshiya Sabha,Polonnaruwa,2024-12-06,Neutral,-0.063,Experience with Department of Motor Traffic was okay,Instagram
P001264,Department of Pensions,Matara,2025-08-19,Neutral,0.023,Experience with Department of Immigration was standard,Facebook
P001265,Registrar General Department,Mannar,2025-02-01,Neutral,0.539,Experience with Department of Immigration was typical,Instagram
P001266,Inland Revenue Department,Colombo,2025-05-06,Negative,-0.737,Municipal Council service is unprofessional,Instagram
P001267,Provincial Council Secretariat,Kilinochhi,2025-05-20,Negative,-0.379,Municipal Council service is waste of time,Twitter
P001268,Department of Pensions,Kurunegala,2024-11-08,Neutral,0.529,Experience with Department of Motor Traffic was average,Facebook
P001269,Pradeshiya Sabha,Ratnapura,2025-03-06,Negative,0.78,Provincial Council Secretariat service is frustrated,Instagram
P001270,Provincial Council Secretariat,Monaragala,2025-08-27,Neutral,-0.097,Experience with Provincial Council Secretariat was typical,Twitter
P001271,Department of Immigration,Jaffna,2025-01-13,Neutral,-0.122,Experience with Department of Pensions was average,Facebook
P001272,Department of Education,Galle,2024-12-12,Positive,-0.039,Service at Department of Census and Statistics was efficient,Instagram
P001273,Department of Immigration,Kalutara,2025-02-25,Positive,0.481,Service at Department of Health Services was excellent,Twitter
P001274,Pradeshiya Sabha,Trincomalee,2025-05-22,Negative,0.445,Department of Education service is terrible,Twitter
P001275,Inland Revenue Department,Kalutara,2024-10-27,Positive,0.138,Service at Department of Motor Traffic was good service,Twitter
P001276,Department of Health Services,Nuwara Eliya,2025-07-20,Negative,-0.379,Department of Health Services service is unprofessional,Instagram
P001277,Provincial Council Secretariat,Ratnapura,2024-12-14,Negative,0.154,Divisional Secretariat service is unprofessional,Instagram
P001278,Provincial Council Secretariat,Matale,2025-08-12,Negative,-0.64,Department of Health Services service is slow,Facebook
P001279,Department of Immigration,Hambantota,2025-06-19,Negative,-0.012,Municipal Council service is unprofessional,Instagram
P001280,Department of Motor Traffic,Badulla,2025-02-06,Neutral,-0.088,Experience with Provincial Council Secretariat was standard,Facebook
P001281,Municipal Council,Puttalam,2024-12-28,Neutral,-0.281,Experience with Registrar General Department was normal,Instagram
P001282,Pradeshiya Sabha,Nuwara Eliya,2025-03-14,Positive,-0.615,Service at Department of Education was satisfied,Facebook
P001283,Department of Motor Traffic,Anuradhapura,2025-08-22,Neutral,-0.622,Experience with Divisional Secretariat was typical,Twitter
P001284,Department of Census and Statistics,Hambantota,2025-05-14,Negative,-0.743,Department of Education service is slow,Facebook
P001285,Department of Census and Statistics,Trincomalee,2025-03-26,Negative,0.984,Registrar General Department service is terrible,Twitter
P001286,Department of Census and Statistics,Kalutara,2024-12-04,Neutral,-0.111,Experience with Provincial Council Secretariat was okay,Instagram
P001287,Department of Education,Ampara,2025-02-09,Neutral,0.306,Experience with Department of Education was okay,Instagram
